speaker_id,speaker_key,part,age,gender,ethnicity,age_group,tsne_1,tsne_2
0160,,,2X,F,CHINESE,2X,-10.904413,-13.947051
0164,,,4X,M,MALAY,4X,-27.924726,-11.834819
0165,,,2X,M,INDIAN,2X,-18.489582,3.6080787
0167,,,2X,F,CHINESE,2X,-3.0872488,-17.105185
0168,,,3X,M,INDIAN,3X,-4.915091,31.247572
0170,,,1X,F,CHINESE,1X,3.4754362,14.010726
0171,,,3X,F,CHINESE,3X,-1.9924419,-16.904436
0172,,,4X,F,CHINESE,4X,-9.608786,34.0931
0173,,,1X,M,CHINESE,1X,-24.739677,-10.482713
0174,,,2X,F,CHINESE,2X,-11.909983,33.709827
0175,,,3X,M,CHINESE,3X,-17.22149,27.65739
0176,,,4X,M,CHINESE,4X,-13.069337,-7.702819
0177,,,1X,F,CHINESE,1X,-20.576609,-16.236633
0179,,,3X,M,CHINESE,3X,-5.2822227,-2.8221326
0180,,,2X,F,CHINESE,2X,-20.817411,-10.989394
0182,,,3X,M,INDIAN,3X,-3.8064153,32.38636
0183,,,3X,M,CHINESE,3X,-2.4179904,-6.739928
0184,,,6X,M,CHINESE,6X,-12.25206,-6.816956
0185,,,3X,M,INDIAN,3X,-2.8582132,33.52649
0186,,,2X,F,INDIAN,2X,-18.34194,-13.714165
0188,,,2X,F,CHINESE,2X,-17.639662,-17.467691
0190,,,3X,M,MALAY,3X,-4.782508,-2.5389414
0193,,,5X,F,CHINESE,5X,-19.287188,19.219156
0194,,,1X,M,MALAY,1X,-0.21670116,31.052273
0195,,,2X,F,CHINESE,2X,-13.450352,27.282072
0196,,,5X,F,CHINESE,5X,-13.932464,27.310965
0197,,,3X,F,CHINESE,3X,-16.297852,21.76377
0199,,,2X,F,CHINESE,2X,-18.911562,21.994928
0201,,,5X,M,MALAY,5X,-19.164341,25.754122
0202,,,2X,F,CHINESE,2X,-19.794842,18.6608
0204,,,1X,M,INDIAN,1X,-8.213282,36.228294
0205,,,2X,M,CHINESE,2X,-8.923368,35.742138
0206,,,3X,F,MALAY,3X,3.4952695,-26.218874
0207,,,2X,F,INDIAN,2X,-13.449468,12.948622
0208,,,2X,F,CHINESE,2X,-19.82541,21.181368
0209,,,5X,F,CHINESE,5X,-27.065563,-5.57452
0210,,,1X,F,MALAY,1X,-16.511684,17.196333
0212,,,2X,M,CHINESE,2X,-21.347155,22.331726
0216,,,4X,F,INDIAN,4X,-13.4701185,28.733883
0217,,,5X,M,INDIAN,5X,-1.1341431,33.809742
0218,,,3X,M,CHINESE,3X,-20.102753,4.264642
0219,,,6X,M,CHINESE,6X,-21.226961,26.25638
0220,,,2X,M,INDIAN,2X,-2.905238,-7.53291
0221,,,3X,F,MALAY,3X,4.403283,-20.699804
0224,,,5X,M,MALAY,5X,-1.414428,-0.008273197
0227,,,2X,F,MALAY,2X,-29.939713,-6.8255334
0228,,,3X,F,INDIAN,3X,2.2764344,-15.172587
0230,,,1X,M,CHINESE,1X,-6.282222,35.038414
0231,,,3X,F,MALAY,3X,-7.917514,33.22799
0234,,,1X,F,INDIAN,1X,-14.725309,34.154545
0235,,,4X,F,MALAY,4X,-31.474648,0.53721094
0237,,,3X,F,INDIAN,3X,5.4746003,-10.387875
0238,,,1X,M,MALAY,1X,-4.6437364,35.90659
0240,,,3X,F,MALAY,3X,3.7890668,-16.027786
0241,,,2X,F,CHINESE,2X,-26.685322,-0.95754087
0242,,,4X,F,MALAY,4X,-6.0082755,31.57723
0244,,,3X,M,CHINESE,3X,-5.9213243,34.52882
0245,,,3X,M,INDIAN,3X,4.080965,-6.7819605
0246,,,2X,M,MALAY,2X,-4.6765757,-5.572578
0247,,,3X,M,CHINESE,3X,-0.19507906,-11.1625805
0248,,,2X,F,CHINESE,2X,-8.001876,25.698929
0250,,,3X,M,INDIAN,3X,23.615622,5.1198697
0251,,,6X,M,CHINESE,6X,21.564432,5.5188646
0252,,,1X,F,CHINESE,1X,3.3327434,-12.42427
0253,,,1X,F,CHINESE,1X,26.112665,0.37479663
0255,,,4X,F,INDIAN,4X,14.302663,-8.585165
0256,,,2X,F,CHINESE,2X,5.0333047,19.804092
0257,,,2X,F,INDIAN,2X,-6.7607255,31.597927
0258,,,1X,F,CHINESE,1X,22.883074,-5.3668895
0260,,,2X,F,CHINESE,2X,24.549799,2.8980656
0261,,,1X,F,CHINESE,1X,7.0349073,18.421978
0262,,,2X,F,CHINESE,2X,22.106546,1.2285731
0263,,,2X,F,CHINESE,2X,21.809523,-3.5702677
0264,,,2X,F,CHINESE,2X,26.803734,-16.187792
0267,,,2X,M,CHINESE,2X,-5.7860847,37.264027
0268,,,1X,M,CHINESE,1X,-8.424446,27.001827
0270,,,2X,F,CHINESE,2X,17.787561,-9.329601
0271,,,6X,M,INDIAN,6X,16.876741,-0.7887856
0272,,,1X,F,CHINESE,1X,8.662079,19.061514
0273,,,2X,M,CHINESE,2X,9.440188,18.516804
0274,,,2X,F,CHINESE,2X,6.4797435,18.215778
0277,,,3X,M,INDIAN,3X,1.5854393,-7.2420964
0278,,,5X,F,INDIAN,5X,6.7380104,-10.289204
0280,,,6X,F,INDIAN,6X,8.66633,-12.295545
0281,,,5X,M,CHINESE,5X,-0.92973393,-7.7200465
0282,,,3X,M,INDIAN,3X,-3.1666093,1.5257568
0283,,,6X,M,INDIAN,6X,8.913368,3.4470234
0284,,,1X,F,CHINESE,1X,23.934244,-1.741917
0286,,,2X,M,INDIAN,2X,2.1912265,-10.098298
0287,,,3X,M,MALAY,3X,16.062439,4.00465
0288,,,3X,M,MALAY,3X,18.675001,7.6081557
0289,,,5X,M,CHINESE,5X,12.268326,12.9189005
0290,,,3X,F,CHINESE,3X,12.201531,-18.687057
0291,,,2X,M,MALAY,2X,0.5690088,32.401752
0292,,,3X,M,MALAY,3X,19.68546,5.0306644
0294,,,4X,M,INDIAN,4X,18.763798,15.561614
0295,,,2X,M,CHINESE,2X,15.1977825,8.577341
0296,,,2X,F,CHINESE,2X,23.30721,-4.4854183
0297,,,3X,F,INDIAN,3X,23.062885,-1.719202
0299,,,3X,M,MALAY,3X,19.438341,6.2844796
0302,,,3X,M,MALAY,3X,21.528841,4.390467
0306,,,2X,M,CHINESE,2X,5.862601,1.6697731
0307,,,2X,F,CHINESE,2X,17.498407,-4.9794936
0308,,,4X,F,CHINESE,4X,20.570225,2.2881129
0309,,,4X,F,MALAY,4X,18.266699,-2.1667843
0310,,,2X,F,CHINESE,2X,24.517452,-10.9491
0312,,,5X,F,CHINESE,5X,-9.15635,29.681301
0314,,,2X,M,CHINESE,2X,-17.908459,7.6841707
0315,,,1X,F,CHINESE,1X,12.666835,-1.5462347
0316,,,5X,F,CHINESE,5X,7.391245,17.072392
0317,,,3X,F,CHINESE,3X,20.753292,1.7379208
0318,,,2X,M,MALAY,2X,11.44474,8.22044
0319,,,2X,F,MALAY,2X,22.435583,-0.4263058
0320,,,2X,M,CHINESE,2X,24.073822,2.3118708
0321,,,5X,M,CHINESE,5X,17.891031,13.550674
0322,,,3X,F,MALAY,3X,19.740692,-1.4410331
0323,,,3X,M,MALAY,3X,15.410262,10.019666
0324,,,3X,F,CHINESE,3X,24.534924,1.1997627
0325,,,2X,F,CHINESE,2X,20.78012,-3.7476864
0326,,,3X,M,MALAY,3X,15.406226,12.12728
0327,,,2X,M,CHINESE,2X,21.463625,7.0100017
0328,,,4X,F,CHINESE,4X,19.677647,-2.7340589
0329,,,4X,F,CHINESE,4X,23.085775,-0.96538746
0330,,,4X,M,CHINESE,4X,22.462463,5.9043474
0332,,,2X,F,INDIAN,2X,19.65004,-6.4410706
0333,,,3X,F,MALAY,3X,22.654945,-8.329169
0334,,,2X,F,CHINESE,2X,13.397113,-19.371712
0335,,,2X,F,MALAY,2X,-30.330833,-8.334487
0338,,,4X,F,CHINESE,4X,26.209846,-5.743941
0339,,,4X,M,CHINESE,4X,15.146925,5.472637
0340,,,2X,M,CHINESE,2X,23.140917,2.9591558
0341,,,2X,F,CHINESE,2X,21.345854,-4.340928
0344,,,1X,F,CHINESE,1X,31.83024,-14.768308
0346,,,4X,M,CHINESE,4X,10.627733,8.911654
0347,,,4X,M,CHINESE,4X,19.370907,13.576457
0348,,,2X,F,CHINESE,2X,23.200422,-6.255649
0349,,,3X,F,CHINESE,3X,20.359863,2.8489602
0353,,,2X,M,CHINESE,2X,-0.7741721,1.5733548
0354,,,2X,F,CHINESE,2X,-10.86442,-13.914308
0356,,,3X,M,CHINESE,3X,23.058592,9.303814
0357,,,3X,F,CHINESE,3X,28.545961,-5.649869
0358,,,2X,M,MALAY,2X,10.632614,18.659485
0360,,,2X,F,MALAY,2X,19.306744,-1.7482635
0361,,,4X,M,CHINESE,4X,-4.6609907,14.061908
0363,,,5X,F,MALAY,5X,8.6940365,-17.446657
0364,,,2X,M,CHINESE,2X,-8.15282,3.7880013
0365,,,2X,M,MALAY,2X,-5.2054453,0.026717119
0366,,,3X,M,CHINESE,3X,20.992895,7.0905266
0367,,,5X,F,MALAY,5X,17.658298,-1.6828904
0370,,,2X,M,MALAY,2X,14.202648,10.124059
0371,,,2X,M,CHINESE,2X,11.086248,4.1868014
0374,,,4X,F,CHINESE,4X,21.58133,-1.6853206
0375,,,2X,M,CHINESE,2X,17.453693,10.529345
0377,,,2X,F,CHINESE,2X,24.48049,-1.8880843
0378,,,2X,F,CHINESE,2X,21.120321,1.2037311
0379,,,4X,M,CHINESE,4X,19.98687,9.116884
0380,,,2X,F,INDIAN,2X,-0.07476755,-22.408281
0381,,,2X,M,CHINESE,2X,16.343214,-20.079268
0383,,,2X,F,CHINESE,2X,25.151209,-13.597032
0384,,,2X,F,CHINESE,2X,29.58633,-14.51583
0385,,,3X,F,MALAY,3X,-1.8816034,-20.239822
0386,,,2X,M,CHINESE,2X,4.095556,-1.7210281
0387,,,3X,M,CHINESE,3X,-0.93496937,-10.576078
0389,,,2X,F,CHINESE,2X,25.040548,-4.873537
0390,,,4X,F,CHINESE,4X,19.738674,-0.020897035
0391,,,2X,M,CHINESE,2X,21.38125,8.430676
0393,,,3X,M,INDIAN,3X,14.398301,13.213759
0394,,,2X,F,CHINESE,2X,32.531826,-13.355137
0395,,,4X,F,CHINESE,4X,24.952389,-8.585971
0396,,,2X,F,CHINESE,2X,4.7960267,-22.207184
0399,,,5X,F,CHINESE,5X,20.363758,-2.967736
0400,,,2X,M,CHINESE,2X,13.167905,4.524941
0401,,,2X,F,CHINESE,2X,21.372932,0.5461461
0403,,,2X,F,CHINESE,2X,24.675522,-3.5438406
0404,,,1X,F,CHINESE,1X,11.078213,-18.577896
0406,,,4X,F,INDIAN,4X,33.33747,-9.306956
0407,,,5X,M,CHINESE,5X,19.5195,14.354153
0408,,,2X,M,CHINESE,2X,11.268928,4.926806
0412,,,2X,M,CHINESE,2X,10.823669,18.217745
0414,,,2X,F,CHINESE,2X,23.22429,-16.014065
0416,,,1X,F,MALAY,1X,11.774524,-8.383148
0417,,,3X,M,MALAY,3X,16.724432,13.11239
0418,,,4X,F,MALAY,4X,20.326061,17.132433
0420,,,2X,M,CHINESE,2X,10.922879,4.0591516
0421,,,2X,F,CHINESE,2X,26.380878,-10.841779
0422,,,2X,F,CHINESE,2X,20.46566,-14.943476
0423,,,5X,F,CHINESE,5X,14.65542,-15.339969
0424,,,4X,F,CHINESE,4X,14.339241,-14.8247595
0426,,,3X,F,CHINESE,3X,23.679482,-5.242421
0427,,,5X,F,CHINESE,5X,11.054521,-16.08178
0428,,,2X,M,CHINESE,2X,11.742528,6.1171722
0430,,,5X,F,CHINESE,5X,17.926292,-13.337992
0431,,,2X,F,CHINESE,2X,22.730051,-11.84393
0432,,,4X,F,INDIAN,4X,11.956301,-10.077934
0437,,,2X,F,CHINESE,2X,-0.24271697,-23.014297
0439,,,5X,F,CHINESE,5X,15.001731,-18.206684
0440,,,2X,M,INDIAN,2X,-10.287201,5.7420115
0443,,,3X,F,CHINESE,3X,16.00213,-20.88992
0446,,,2X,F,INDIAN,2X,-13.006071,-18.462473
0451,,,3X,F,CHINESE,3X,5.3424525,0.4919472
0452,,,5X,M,CHINESE,5X,8.569828,-1.0937295
0455,,,2X,F,INDIAN,2X,7.7943583,-25.650255
0456,,,2X,F,CHINESE,2X,19.339203,-13.943686
0458,,,5X,F,CHINESE,5X,13.523009,-14.332088
0460,,,3X,F,CHINESE,3X,28.322832,-13.769818
0461,,,2X,F,INDIAN,2X,7.482675,-19.402838
0462,,,2X,F,MALAY,2X,4.257342,-25.166714
0463,,,3X,F,CHINESE,3X,17.916466,-4.3692756
0465,,,2X,M,CHINESE,2X,10.118158,19.107126
0466,,,1X,F,MALAY,1X,16.225567,-9.853048
0468,,,2X,M,INDIAN,2X,-0.70162195,3.349084
0469,,,2X,M,CHINESE,2X,22.0817,5.2013583
0473,,,2X,M,INDIAN,2X,-9.985528,9.144693
0474,,,5X,F,CHINESE,5X,16.81143,-2.6087518
0475,,,2X,F,MALAY,2X,20.198235,-7.3289757
0478,,,2X,F,CHINESE,2X,-1.1254865,-26.618681
0479,,,4X,M,MALAY,4X,13.913484,13.04863
0480,,,5X,F,CHINESE,5X,11.362983,-15.300922
0481,,,5X,F,CHINESE,5X,18.284801,-12.905659
0482,,,2X,F,CHINESE,2X,24.672136,-17.485584
0484,,,2X,F,CHINESE,2X,20.961912,-0.9478349
0485,,,1X,M,MALAY,1X,-6.0938115,-4.6627083
0488,,,1X,M,MALAY,1X,-8.552291,2.567676
0490,,,2X,M,CHINESE,2X,-6.7711782,-1.3896149
0491,,,3X,F,CHINESE,3X,24.13802,-19.273193
0492,,,3X,M,MALAY,3X,3.4088278,-4.243905
0493,,,2X,F,INDIAN,2X,19.040764,-7.264342
0494,,,2X,F,CHINESE,2X,22.544102,-2.7663245
0495,,,2X,F,CHINESE,2X,21.114895,-12.272351
0497,,,4X,F,CHINESE,4X,-2.014742,-20.683674
0498,,,2X,F,CHINESE,2X,26.853323,-9.736866
0501,,,3X,M,CHINESE,3X,-26.40136,-7.933346
0502,,,2X,F,MALAY,2X,-16.278486,16.379068
0503,,,2X,F,MALAY,2X,-14.685694,12.3569765
0504,,,2X,F,CHINESE,2X,-22.096916,-1.6702343
0505,,,4X,F,INDIAN,4X,-14.758831,-16.217808
0508,,,2X,F,CHINESE,2X,-4.1599464,-24.998596
0509,,,3X,F,CHINESE,3X,-2.2857487,-16.969458
0511,,,4X,F,MALAY,4X,-3.7469418,-16.185335
0512,,,2X,M,CHINESE,2X,-12.954157,0.6922756
0513,,,2X,M,INDIAN,2X,-24.833845,23.058668
0514,,,5X,F,MALAY,5X,-17.002184,-14.967906
0516,,,3X,M,CHINESE,3X,-14.3224325,-5.017485
0517,,,1X,F,INDIAN,1X,-7.559786,-18.321114
0518,,,3X,F,CHINESE,3X,3.4328053,20.718819
0519,,,2X,F,INDIAN,2X,-10.297609,31.511833
0520,,,2X,F,INDIAN,2X,-19.896097,17.468822
0521,,,2X,F,INDIAN,2X,9.5622015,-20.510067
0522,,,2X,F,CHINESE,2X,-24.515877,3.8460793
0523,,,4X,M,CHINESE,4X,4.637147,11.652319
0526,,,2X,M,CHINESE,2X,-18.095768,4.5103407
0529,,,4X,F,MALAY,4X,-17.582836,-12.682216
0530,,,4X,F,MALAY,4X,-17.420591,20.238981
0532,,,2X,F,MALAY,2X,-15.052173,-9.979239
0533,,,2X,F,INDIAN,2X,-19.897507,-5.2343807
0537,,,2X,M,INDIAN,2X,1.172722,-8.814473
0538,,,4X,F,MALAY,4X,-4.76012,-15.600161
0539,,,1X,M,MALAY,1X,-2.873683,30.711489
0540,,,2X,F,CHINESE,2X,-20.902882,0.25075823
0541,,,2X,F,CHINESE,2X,-21.120926,-4.9079065
0542,,,5X,M,CHINESE,5X,-14.230619,-0.072748125
0543,,,4X,M,MALAY,4X,-13.337673,-1.5211318
0545,,,4X,F,INDIAN,4X,-3.5868342,-21.79001
0547,,,5X,M,CHINESE,5X,-17.133474,2.793625
0548,,,2X,F,CHINESE,2X,-22.309752,-0.5682291
0549,,,5X,M,INDIAN,5X,-8.772399,7.2292156
0550,,,1X,F,INDIAN,1X,-19.267006,-13.0215225
0553,,,5X,F,CHINESE,5X,-17.766954,20.239298
0554,,,5X,F,CHINESE,5X,-20.38245,-9.386185
0555,,,6X,F,CHINESE,6X,-9.183184,34.194622
0557,,,2X,M,CHINESE,2X,-10.102887,37.10327
0558,,,3X,M,MALAY,3X,-10.932876,37.67522
0565,,,5X,F,CHINESE,5X,-21.00592,-14.086365
0566,,,3X,M,CHINESE,3X,-0.22140934,-9.091275
0567,,,3X,F,MALAY,3X,-21.93916,-4.45815
0569,,,2X,M,INDIAN,2X,-8.07446,6.710266
0570,,,5X,M,INDIAN,5X,-10.473237,7.80667
0571,,,3X,F,CHINESE,3X,13.912569,-23.189735
0572,,,1X,F,CHINESE,1X,-4.4302144,-25.241463
0575,,,1X,F,INDIAN,1X,-18.823189,-8.749574
0576,,,1X,M,MALAY,1X,-1.2457993,32.316814
0579,,,3X,M,CHINESE,3X,-10.97233,4.659143
0580,,,3X,M,INDIAN,3X,4.84558,-10.346593
0581,,,1X,M,MALAY,1X,3.4352856,30.764124
0582,,,3X,M,INDIAN,3X,-1.873349,35.524956
0585,,,4X,F,CHINESE,4X,-20.432981,13.095607
0587,,,6X,F,CHINESE,6X,0.85161144,-14.810982
0590,,,2X,M,MALAY,2X,-6.5721445,7.191369
0591,,,2X,F,INDIAN,2X,-21.956257,1.8262862
0593,,,2X,F,CHINESE,2X,-21.819448,-14.681325
0595,,,2X,F,CHINESE,2X,-2.4981527,-24.500305
0597,,,4X,M,CHINESE,4X,-28.694824,15.241528
0598,,,4X,F,CHINESE,4X,-21.816969,-9.245355
0599,,,2X,F,CHINESE,2X,-12.905104,27.326221
0600,,,2X,M,INDIAN,2X,-15.309157,4.583654
0603,,,3X,M,CHINESE,3X,-11.626236,22.052645
0604,,,3X,F,CHINESE,3X,-22.380339,2.5452688
0605,,,4X,M,CHINESE,4X,-16.994902,-0.919186
0607,,,2X,M,CHINESE,2X,-16.803438,4.260679
0610,,,2X,F,INDIAN,2X,-18.370531,-7.997012
0612,,,2X,M,CHINESE,2X,-18.345276,0.75143737
0613,,,2X,M,MALAY,2X,-7.5010815,-0.9481214
0615,,,2X,M,CHINESE,2X,-5.0008893,-16.851011
0616,,,2X,F,CHINESE,2X,-21.70665,0.22615549
0617,,,2X,M,CHINESE,2X,-19.455366,1.7435547
0619,,,2X,M,INDIAN,2X,-14.199238,4.101141
0620,,,2X,M,CHINESE,2X,-8.114587,-2.769705
0623,,,5X,F,CHINESE,5X,-26.826418,-6.8274627
0624,,,2X,M,CHINESE,2X,7.3105125,6.9996624
0626,,,2X,M,INDIAN,2X,-16.738646,5.2208905
0627,,,2X,F,CHINESE,2X,-4.913044,-24.118536
0628,,,2X,F,CHINESE,2X,-20.465202,-6.7379336
0629,,,2X,M,CHINESE,2X,-17.944164,5.3478427
0630,,,2X,F,CHINESE,2X,-22.63701,-1.7216909
0631,,,2X,F,CHINESE,2X,-22.387499,-2.5792053
0632,,,4X,F,CHINESE,4X,-19.96094,-14.981094
0633,,,6X,F,CHINESE,6X,-12.715809,29.74213
0635,,,2X,F,INDIAN,2X,-22.489027,-3.7788231
0640,,,2X,M,CHINESE,2X,-14.919262,2.209662
0642,,,2X,F,CHINESE,2X,-11.74331,32.48369
0644,,,6X,M,CHINESE,6X,-10.762271,37.731518
0646,,,2X,M,MALAY,2X,-2.4481637,34.82511
0647,,,2X,F,CHINESE,2X,-19.52568,-11.715953
0648,,,3X,M,CHINESE,3X,-22.586636,24.241272
0649,,,3X,F,CHINESE,3X,-22.76972,-9.037299
0650,,,5X,F,CHINESE,5X,-25.858295,-7.2784686
0651,,,5X,M,CHINESE,5X,-9.133136,36.498863
0652,,,6X,F,MALAY,6X,-31.423597,0.55662256
0654,,,4X,F,MALAY,4X,-27.578323,-6.566436
0656,,,1X,F,CHINESE,1X,-24.331749,-3.4852383
0657,,,2X,M,CHINESE,2X,-19.444227,3.153049
0659,,,3X,M,CHINESE,3X,-0.31748042,-2.3536546
0660,,,4X,M,INDIAN,4X,0.98516566,9.325018
0661,,,3X,M,MALAY,3X,-8.151217,-0.4384585
0662,,,2X,F,CHINESE,2X,-18.9768,-14.340631
0666,,,1X,M,MALAY,1X,-7.605833,0.39695925
0667,,,2X,F,MALAY,2X,-18.494051,-15.603198
0668,,,1X,F,MALAY,1X,-13.393127,32.62248
0669,,,3X,F,MALAY,3X,-11.319536,16.198187
0670,,,3X,M,CHINESE,3X,-11.535485,-3.2391152
0671,,,3X,F,CHINESE,3X,-27.697535,-9.090949
0672,,,2X,F,CHINESE,2X,-11.630726,16.288424
0674,,,2X,M,MALAY,2X,-8.846601,-1.0677657
0675,,,1X,M,MALAY,1X,-8.842021,9.057427
0676,,,4X,F,INDIAN,4X,9.129574,-21.150673
0678,,,1X,M,INDIAN,1X,-26.013489,-12.097275
