speaker_id,speaker_key,part,age,gender,ethnicity,age_group,tsne_1,tsne_2
2112,,,2X,F,CHINESE,2X,-1.4239208,-7.02066
2113,,,3X,F,CHINESE,3X,3.238358,-17.416834
2116,,,2X,M,CHINESE,2X,1.8958405,0.18447895
2117,,,5X,M,INDIAN,5X,-13.192113,1.3900791
2118,,,3X,F,CHINESE,3X,6.458028,-9.736603
2120,,,2X,F,CHINESE,2X,5.914787,-10.833433
2122,,,5X,F,CHINESE,5X,7.2653155,-9.304399
2123,,,3X,F,CHINESE,3X,4.787213,-17.795654
2124,,,2X,F,CHINESE,2X,5.746116,-11.403188
2125,,,3X,F,CHINESE,3X,6.5511007,-13.365198
2127,,,1X,F,CHINESE,1X,7.1268535,13.019147
2128,,,1X,F,CHINESE,1X,-7.1141057,16.909334
2129,,,4X,F,CHINESE,4X,-6.3077035,16.196857
2133,,,4X,M,MALAY,4X,4.897938,3.292012
2134,,,3X,F,CHINESE,3X,5.3760037,-16.830645
2135,,,2X,F,INDIAN,2X,-0.118447766,16.32496
2136,,,2X,F,INDIAN,2X,7.178654,-13.152635
2138,,,6X,F,CHINESE,6X,4.5838385,6.511991
2140,,,2X,M,CHINESE,2X,-8.451624,17.561571
2141,,,3X,F,CHINESE,3X,5.2883396,-16.779064
2143,,,2X,F,INDIAN,2X,-7.732245,17.559874
2144,,,5X,F,CHINESE,5X,5.603072,11.6417055
2145,,,3X,M,MALAY,3X,6.291712,4.0601625
2146,,,1X,F,CHINESE,1X,8.514815,-12.065926
2149,,,1X,F,INDIAN,1X,-1.7333019,15.525182
2151,,,2X,F,CHINESE,2X,-2.1642518,17.979939
2152,,,4X,F,CHINESE,4X,-7.775427,16.091743
2154,,,2X,M,INDIAN,2X,6.858837,7.8119326
2159,,,2X,M,CHINESE,2X,3.3154032,8.818621
2162,,,4X,F,CHINESE,4X,7.1528316,11.226344
2165,,,1X,F,CHINESE,1X,8.561947,-10.414478
2166,,,2X,F,CHINESE,2X,8.943342,-10.794047
2167,,,4X,F,MALAY,4X,11.02211,-10.303231
2169,,,4X,F,CHINESE,4X,10.097877,-10.414869
2174,,,3X,F,CHINESE,3X,7.260769,12.9587555
2178,,,3X,F,MALAY,3X,9.338105,-12.226687
2179,,,3X,M,CHINESE,3X,7.632894,6.175221
2183,,,2X,F,CHINESE,2X,6.8881974,12.536867
2184,,,2X,F,CHINESE,2X,8.380487,-13.303241
2185,,,3X,F,CHINESE,3X,2.881801,9.468716
2186,,,4X,F,INDIAN,4X,5.627114,9.93447
2187,,,2X,F,CHINESE,2X,3.0754983,10.488978
2189,,,2X,M,MALAY,2X,5.430734,8.068973
2191,,,3X,F,INDIAN,3X,-14.651812,-8.297964
2192,,,2X,M,CHINESE,2X,7.8162985,8.730794
2194,,,2X,M,CHINESE,2X,14.914386,9.363026
2196,,,4X,M,CHINESE,4X,1.9341547,8.811358
2198,,,4X,F,MALAY,4X,11.51028,-10.782607
2202,,,2X,F,CHINESE,2X,10.434637,-10.684973
2203,,,2X,F,CHINESE,2X,8.131206,-13.814848
2205,,,2X,F,CHINESE,2X,2.2936776,9.979532
2206,,,3X,M,MALAY,3X,3.6247156,12.146733
2207,,,2X,M,INDIAN,2X,4.0305758,8.965532
2208,,,2X,M,INDIAN,2X,-8.166396,17.881994
2210,,,2X,F,INDIAN,2X,5.7827406,11.172993
2216,,,2X,M,CHINESE,2X,0.26524854,19.342346
2218,,,5X,F,CHINESE,5X,12.608506,-6.6806707
2220,,,5X,F,CHINESE,5X,-7.301165,20.67172
2226,,,5X,F,CHINESE,5X,-5.3004417,18.91496
2230,,,2X,F,CHINESE,2X,-2.397105,15.066073
2240,,,3X,F,CHINESE,3X,-10.431861,17.556313
2242,,,2X,M,CHINESE,2X,1.9486344,11.804367
2243,,,3X,M,MALAY,3X,2.9476037,8.058025
2244,,,3X,M,MALAY,3X,3.2594326,7.319136
2247,,,1X,F,MALAY,1X,-6.172715,18.228605
2248,,,3X,F,MALAY,3X,-8.873927,16.297201
2249,,,2X,M,CHINESE,2X,8.569251,3.2515695
2250,,,2X,F,INDIAN,2X,6.3250566,11.975129
2255,,,1X,M,INDIAN,1X,5.157486,13.634196
2257,,,5X,F,CHINESE,5X,0.47714987,14.01711
2260,,,1X,F,MALAY,1X,-5.617738,17.041803
2261,,,2X,F,CHINESE,2X,-0.4338209,-18.005962
2263,,,6X,F,CHINESE,6X,0.347172,18.223717
2269,,,4X,F,CHINESE,4X,1.0217505,17.57347
2270,,,2X,F,CHINESE,2X,-2.041148,15.570116
2273,,,4X,M,CHINESE,4X,-0.5144351,19.520403
2281,,,2X,F,CHINESE,2X,-2.4372525,16.496374
2282,,,4X,F,MALAY,4X,0.19995715,17.45379
2285,,,5X,F,CHINESE,5X,6.7919006,11.6301155
2291,,,2X,M,CHINESE,2X,1.5878155,8.200456
2294,,,2X,F,CHINESE,2X,-8.410178,18.936615
2295,,,3X,M,CHINESE,3X,8.152912,8.558532
2299,,,5X,M,CHINESE,5X,-12.992649,3.4024196
2300,,,1X,F,CHINESE,1X,9.169724,-10.345402
2302,,,2X,F,CHINESE,2X,-6.3300953,18.972258
2309,,,2X,M,CHINESE,2X,11.436101,7.472202
2311,,,2X,F,CHINESE,2X,4.014957,6.828672
2316,,,2X,M,CHINESE,2X,9.0131235,11.41087
2318,,,2X,M,INDIAN,2X,-9.467475,17.414724
2319,,,1X,F,CHINESE,1X,-5.425404,15.110864
2326,,,2X,M,CHINESE,2X,-8.653107,20.007524
2327,,,2X,M,CHINESE,2X,13.73936,-3.6654549
2328,,,2X,M,CHINESE,2X,14.9981985,7.5842385
2330,,,3X,F,CHINESE,3X,-8.460251,19.509956
2332,,,2X,F,CHINESE,2X,1.4907328,10.106054
2334,,,1X,F,INDIAN,1X,-7.721107,18.888443
2349,,,2X,M,CHINESE,2X,-9.231713,19.520124
2353,,,2X,M,CHINESE,2X,-3.494833,19.989706
2356,,,3X,F,CHINESE,3X,1.7390615,17.322958
2357,,,3X,M,CHINESE,3X,10.225011,9.0373125
2358,,,3X,M,CHINESE,3X,-5.5932817,21.831148
2360,,,2X,M,MALAY,2X,11.657125,12.031814
2400,,,4X,M,INDIAN,4X,-11.552595,19.724699
2407,,,3X,M,INDIAN,3X,-11.605376,20.334711
2419,,,2X,M,MALAY,2X,-7.8176684,22.04562
2424,,,1X,M,MALAY,1X,-10.173037,20.06269
2425,,,1X,M,MALAY,1X,-9.721497,19.83844
2427,,,3X,M,INDIAN,3X,-11.729266,1.6382335
2428,,,1X,M,MALAY,1X,-9.643153,20.390202
2435,,,3X,M,MALAY,3X,-10.7032995,20.090708
2468,,,3X,M,INDIAN,3X,-15.0549,2.3003547
2469,,,3X,M,MALAY,3X,-10.792473,20.762287
2476,,,4X,M,MALAY,4X,-12.224349,20.112844
2484,,,4X,M,INDIAN,4X,-9.132171,20.779057
2602,,,1X,F,CHINESE,1X,2.458344,5.7725554
2603,,,3X,M,MALAY,3X,-4.7141213,1.4187404
2606,,,2X,F,CHINESE,2X,-12.031115,18.497248
2607,,,3X,M,MALAY,3X,-2.2640123,-1.2023543
2608,,,1X,F,CHINESE,1X,-2.7710385,-11.355937
2609,,,1X,F,CHINESE,1X,6.7568617,-10.863732
2610,,,2X,F,CHINESE,2X,-6.072585,-2.9946074
2611,,,1X,F,CHINESE,1X,-4.4820275,9.615823
2612,,,4X,M,CHINESE,4X,-11.039809,19.44356
2613,,,3X,F,INDIAN,3X,-9.655719,-6.874886
2615,,,3X,M,MALAY,3X,-9.736066,-0.80514437
2616,,,3X,M,MALAY,3X,-10.129947,-1.2324134
2620,,,2X,M,CHINESE,2X,-12.076342,2.4393563
2621,,,3X,F,CHINESE,3X,-9.837668,-3.3908854
2622,,,4X,F,CHINESE,4X,-9.558689,-3.4518025
2624,,,2X,F,CHINESE,2X,-12.362731,-5.828491
2625,,,2X,F,CHINESE,2X,-12.497986,-6.2378907
2626,,,2X,F,CHINESE,2X,-4.8396163,-16.220846
2627,,,2X,M,CHINESE,2X,-11.555117,5.103764
2628,,,2X,F,CHINESE,2X,-2.5952458,-4.4632096
2629,,,2X,M,CHINESE,2X,-10.289921,19.185682
2630,,,4X,M,CHINESE,4X,-10.830928,-0.089680284
2632,,,2X,F,CHINESE,2X,-12.1981535,-3.6809099
2634,,,1X,F,CHINESE,1X,-9.790225,-6.3978763
2637,,,3X,F,CHINESE,3X,3.8170698,-9.222338
2639,,,3X,M,CHINESE,3X,10.561367,-1.0213435
2641,,,2X,M,MALAY,2X,-11.460853,20.794447
2643,,,3X,F,CHINESE,3X,-9.3500595,-2.3972218
2644,,,4X,M,INDIAN,4X,-13.527319,2.4511747
2649,,,4X,M,CHINESE,4X,-11.2757435,-1.0024557
2650,,,4X,F,INDIAN,4X,-9.639787,-9.975122
2655,,,4X,M,CHINESE,4X,0.259533,2.806365
2658,,,4X,F,MALAY,4X,-10.479434,-4.8313394
2660,,,2X,M,CHINESE,2X,-3.2538908,1.9352007
2666,,,5X,F,CHINESE,5X,-5.9471455,8.482045
2667,,,2X,M,MALAY,2X,-4.6247196,3.8414254
2668,,,2X,F,MALAY,2X,-8.720898,-4.0327463
2669,,,5X,M,CHINESE,5X,-9.748165,6.39941
2674,,,3X,M,MALAY,3X,-7.7390165,4.155951
2675,,,3X,M,MALAY,3X,-6.9596643,2.0970733
2676,,,2X,M,CHINESE,2X,-10.844513,0.3919356
2679,,,2X,F,INDIAN,2X,-6.7661457,-4.5349464
2681,,,2X,F,CHINESE,2X,8.035188,-6.156547
2684,,,2X,F,INDIAN,2X,8.155788,-4.916914
2685,,,2X,M,CHINESE,2X,3.915392,-4.9201093
2691,,,2X,M,CHINESE,2X,-7.6881223,1.1527724
2692,,,4X,M,CHINESE,4X,-5.1056037,4.3651447
2694,,,2X,F,CHINESE,2X,3.3192608,-2.6705847
2695,,,3X,M,CHINESE,3X,2.8280745,-1.0702075
2696,,,2X,M,CHINESE,2X,-2.7370777,-1.2747318
2699,,,2X,F,CHINESE,2X,-9.616881,-7.268148
2711,,,2X,M,MALAY,2X,-7.7962,1.6139295
2716,,,2X,M,CHINESE,2X,-10.669708,3.9771361
2720,,,3X,M,CHINESE,3X,3.3804393,0.13607883
2722,,,2X,F,CHINESE,2X,-8.319275,-9.359132
2724,,,2X,F,CHINESE,2X,-11.950858,-4.65651
2725,,,2X,M,CHINESE,2X,-4.636122,1.4776126
2726,,,3X,F,CHINESE,3X,5.551463,-5.0241804
2727,,,4X,F,MALAY,4X,1.799132,-10.691519
2728,,,2X,F,INDIAN,2X,5.7361655,5.2512355
2729,,,2X,F,MALAY,2X,7.0706487,-4.8612165
2735,,,2X,M,CHINESE,2X,8.226336,0.74038506
2736,,,3X,M,CHINESE,3X,18.213934,7.2964745
2738,,,2X,F,CHINESE,2X,-5.8595185,-10.747051
2741,,,2X,M,CHINESE,2X,-10.468629,2.3200252
2742,,,3X,M,INDIAN,3X,-7.7557616,2.7949407
2743,,,3X,F,CHINESE,3X,-2.8485115,-11.104951
2745,,,2X,F,CHINESE,2X,7.4240932,-6.9732723
2746,,,2X,F,CHINESE,2X,-2.8792367,-4.350731
2749,,,2X,F,CHINESE,2X,-6.3512397,-13.600758
2750,,,2X,F,CHINESE,2X,-2.4925714,-13.528399
2755,,,2X,M,CHINESE,2X,1.1508042,0.8761132
2761,,,3X,F,CHINESE,3X,-10.093093,-7.909487
2766,,,2X,F,CHINESE,2X,-3.4655523,-9.410683
2767,,,2X,F,CHINESE,2X,-9.821557,-2.813047
2768,,,3X,M,MALAY,3X,-6.386976,3.0322356
2769,,,4X,F,MALAY,4X,-13.878139,-7.046347
2770,,,1X,F,MALAY,1X,-2.8447657,-13.091378
2772,,,2X,F,CHINESE,2X,-2.0639071,-5.0753574
2773,,,2X,F,CHINESE,2X,-4.637031,-13.920946
2774,,,5X,F,CHINESE,5X,2.7147846,-12.30471
2775,,,4X,F,CHINESE,4X,-13.657219,-11.238269
2776,,,2X,M,CHINESE,2X,4.0653663,0.21516614
2780,,,2X,M,CHINESE,2X,-2.8757365,1.7252523
2781,,,4X,M,MALAY,4X,-7.805309,4.309604
2782,,,2X,F,CHINESE,2X,3.4951148,-7.760125
2785,,,2X,F,INDIAN,2X,3.7212696,-4.3056545
2786,,,2X,F,MALAY,2X,7.205282,-4.9879656
2788,,,3X,F,CHINESE,3X,-11.829084,-9.560303
2789,,,5X,F,CHINESE,5X,-4.7467747,-5.3758497
2791,,,5X,M,CHINESE,5X,-1.3778383,-1.1487412
2793,,,2X,F,INDIAN,2X,11.395059,-11.749506
2796,,,1X,F,MALAY,1X,-1.3453456,-7.148058
2797,,,3X,F,CHINESE,3X,-1.4057634,-12.148095
2798,,,2X,M,CHINESE,2X,11.04619,1.3139342
2800,,,2X,F,MALAY,2X,1.0777707,-11.87966
2801,,,4X,F,CHINESE,4X,0.79336065,-12.080586
2802,,,2X,F,MALAY,2X,2.5308352,-10.125292
2803,,,2X,F,CHINESE,2X,5.7757626,-5.87321
2806,,,2X,F,CHINESE,2X,-1.7911112,-3.7211044
2807,,,2X,F,CHINESE,2X,-8.668062,-2.2425199
2808,,,4X,F,CHINESE,4X,-8.163006,-2.543598
2809,,,2X,M,CHINESE,2X,-1.751714,3.6236093
2810,,,5X,M,CHINESE,5X,16.196268,-0.96733975
2811,,,2X,M,CHINESE,2X,18.143938,7.525147
2813,,,2X,M,CHINESE,2X,-13.230668,17.293129
2815,,,4X,F,MALAY,4X,-5.46892,9.37924
2817,,,2X,M,CHINESE,2X,-11.434014,1.2572225
2818,,,2X,M,INDIAN,2X,-13.641517,16.153324
2821,,,1X,F,INDIAN,1X,-5.414198,-3.3945205
2823,,,5X,F,CHINESE,5X,-5.2738657,-8.541188
2825,,,2X,M,CHINESE,2X,-8.271275,0.030856881
2826,,,2X,F,CHINESE,2X,-9.924252,-8.181889
2828,,,2X,F,CHINESE,2X,-6.2513742,-14.423575
2831,,,2X,F,CHINESE,2X,5.213834,-5.9258647
2832,,,2X,F,INDIAN,2X,3.0549228,-7.7477946
2833,,,1X,M,MALAY,1X,9.059056,1.9710219
2834,,,5X,F,CHINESE,5X,7.924525,-3.3831623
2835,,,3X,F,CHINESE,3X,-0.84015745,-13.854861
2837,,,2X,F,INDIAN,2X,-9.086616,-5.1180615
2838,,,1X,F,CHINESE,1X,-3.7913568,-9.257662
2839,,,2X,F,CHINESE,2X,-0.14163676,-14.80388
2840,,,1X,F,CHINESE,1X,-2.9362106,-16.040424
2841,,,4X,F,CHINESE,4X,-13.302941,-11.122238
2845,,,1X,M,CHINESE,1X,10.053385,-2.5306845
2848,,,2X,F,CHINESE,2X,-1.0456198,-10.614353
2849,,,2X,F,CHINESE,2X,-1.2203001,-10.473423
2850,,,2X,F,CHINESE,2X,-3.9306867,-10.66241
2851,,,2X,M,CHINESE,2X,-0.9702182,4.3527584
2853,,,2X,M,CHINESE,2X,9.363737,0.94076425
2854,,,4X,M,CHINESE,4X,9.041584,1.3674512
2856,,,2X,M,CHINESE,2X,10.046059,0.9612877
2858,,,2X,F,CHINESE,2X,4.5156794,-6.664842
2859,,,2X,F,CHINESE,2X,-8.362488,-7.0097237
2862,,,3X,F,CHINESE,3X,-10.183048,15.2939415
2863,,,5X,F,CHINESE,5X,6.510643,-15.652316
2864,,,3X,F,CHINESE,3X,-3.2476737,-16.101843
2865,,,2X,F,CHINESE,2X,-2.7264855,-9.918656
2866,,,2X,F,CHINESE,2X,-3.1897314,-11.956741
2867,,,2X,F,CHINESE,2X,0.5142906,-14.060643
2870,,,2X,F,CHINESE,2X,-4.135349,-10.328226
2871,,,2X,M,CHINESE,2X,-8.543478,0.7574424
2872,,,2X,M,CHINESE,2X,-9.860727,2.3741584
2877,,,4X,F,CHINESE,4X,-8.180246,-13.30558
2878,,,4X,M,CHINESE,4X,-12.491989,-0.8226928
2879,,,1X,F,INDIAN,1X,-9.315969,-11.479338
2886,,,2X,F,CHINESE,2X,0.4576737,-14.115219
2887,,,2X,M,CHINESE,2X,4.294505,9.183701
2890,,,2X,F,CHINESE,2X,-0.44423693,-13.266523
2893,,,2X,M,CHINESE,2X,-9.725863,1.0255684
2894,,,2X,F,CHINESE,2X,-0.5408569,-12.730726
2895,,,2X,M,CHINESE,2X,-7.8746595,0.61549693
2896,,,4X,F,CHINESE,4X,3.252871,-15.436439
2898,,,2X,M,CHINESE,2X,-1.3667222,6.128998
2901,,,3X,F,CHINESE,3X,-6.7188215,-1.5947001
2905,,,2X,F,CHINESE,2X,-3.6996667,-8.118913
2908,,,3X,M,CHINESE,3X,1.1660576,1.775522
2915,,,3X,M,INDIAN,3X,-3.582255,5.973652
2918,,,2X,F,CHINESE,2X,3.6859004,-8.24731
2924,,,3X,M,INDIAN,3X,15.185969,-3.200623
2926,,,2X,M,CHINESE,2X,9.047982,5.939608
2942,,,2X,F,CHINESE,2X,-11.046544,-2.3796709
2945,,,2X,F,CHINESE,2X,-0.97337496,-9.585635
2947,,,2X,F,CHINESE,2X,5.1305513,-7.7264614
2948,,,2X,M,CHINESE,2X,11.915619,8.181332
2954,,,2X,F,CHINESE,2X,-4.857087,-13.432426
2957,,,1X,F,CHINESE,1X,-2.3360097,-5.480019
2959,,,3X,M,CHINESE,3X,-12.404684,5.644164
2963,,,2X,F,CHINESE,2X,-0.18267368,-5.8902187
2964,,,3X,M,CHINESE,3X,-6.2363973,0.2963785
2966,,,2X,M,CHINESE,2X,-12.732286,-1.2327989
2967,,,1X,F,INDIAN,1X,-5.1063285,-10.282269
2969,,,3X,M,CHINESE,3X,17.305471,7.8749566
2971,,,2X,F,CHINESE,2X,-1.2051468,-5.2850556
2972,,,2X,M,CHINESE,2X,-13.136084,-2.157876
2974,,,5X,F,CHINESE,5X,-11.776187,-13.308897
2975,,,1X,F,CHINESE,1X,-5.708076,-10.247932
2976,,,2X,F,CHINESE,2X,-5.0468507,-12.627288
2977,,,5X,F,CHINESE,5X,-11.058317,-12.008179
2980,,,2X,M,CHINESE,2X,-10.647685,0.5246131
2981,,,2X,F,CHINESE,2X,-12.031647,-4.3750515
2984,,,2X,F,CHINESE,2X,-3.9888055,-12.301723
2985,,,3X,M,CHINESE,3X,15.931346,6.8289404
2986,,,3X,M,MALAY,3X,-6.2200904,5.834121
2987,,,2X,F,CHINESE,2X,-5.580203,-11.940133
2988,,,5X,F,MALAY,5X,12.373305,-9.997128
2989,,,2X,M,CHINESE,2X,9.628712,0.0096645225
2990,,,3X,M,MALAY,3X,11.328323,-1.9407905
2991,,,2X,F,INDIAN,2X,-5.664226,-5.5839853
2992,,,3X,M,CHINESE,3X,16.789398,5.82013
2993,,,2X,M,CHINESE,2X,17.215126,5.5325365
2996,,,4X,F,CHINESE,4X,-7.047423,7.985206
2997,,,3X,F,MALAY,3X,9.697459,-8.202608
2998,,,4X,M,MALAY,4X,6.1669755,1.1410049
2999,,,3X,F,MALAY,3X,-8.20313,-11.87079
3000,,,4X,F,MALAY,4X,-6.809973,7.745395
3001,,,3X,M,MALAY,3X,11.99712,2.65495
3002,,,3X,F,MALAY,3X,10.408877,-8.415141
3006,,,4X,M,MALAY,4X,12.295096,-3.4088366
3008,,,5X,F,CHINESE,5X,-12.242715,-13.3935175
3009,,,3X,F,INDIAN,3X,-10.240255,-13.377112
3010,,,3X,M,MALAY,3X,-1.8088179,1.0190035
3014,,,3X,F,MALAY,3X,-8.205787,-17.460466
3015,,,3X,M,MALAY,3X,11.845304,-2.5939827
3016,,,3X,F,INDIAN,3X,10.878338,-8.645334
3018,,,3X,F,MALAY,3X,10.574434,-8.248096
3020,,,3X,M,MALAY,3X,-5.791478,5.474487
3021,,,3X,M,INDIAN,3X,7.295649,-0.8828741
3022,,,3X,F,CHINESE,3X,-6.18187,-12.077724
3023,,,4X,M,MALAY,4X,12.622797,-4.638746
3026,,,5X,M,MALAY,5X,13.193562,-2.4857397
3027,,,3X,F,MALAY,3X,-4.836019,-8.8866005
3028,,,3X,F,MALAY,3X,-7.7612104,-17.923405
3030,,,4X,M,INDIAN,4X,15.871901,4.69701
3031,,,3X,F,MALAY,3X,-10.032193,-4.9009995
3032,,,3X,M,MALAY,3X,10.581244,-3.0417054
3033,,,3X,F,CHINESE,3X,5.4782166,-3.6456523
3034,,,3X,M,MALAY,3X,10.45634,-3.437333
3035,,,4X,F,MALAY,4X,10.223627,-7.087335
3042,,,3X,F,INDIAN,3X,10.579923,-5.6950502
3044,,,3X,F,INDIAN,3X,-9.230914,-16.88027
3045,,,3X,M,MALAY,3X,12.992597,9.950062
3047,,,3X,F,INDIAN,3X,1.5537193,-7.7158966
3049,,,4X,F,MALAY,4X,1.2614428,-7.784753
3051,,,3X,F,INDIAN,3X,-8.118987,-9.326801
3053,,,3X,F,INDIAN,3X,-7.3941917,-4.381341
3055,,,3X,F,INDIAN,3X,-7.599632,-5.3769035
3056,,,3X,F,INDIAN,3X,-7.2433543,-8.769699
3057,,,5X,F,MALAY,5X,-4.346362,-5.972203
3060,,,5X,M,MALAY,5X,10.245687,10.879868
3062,,,4X,M,INDIAN,4X,16.47437,2.934271
3063,,,3X,M,INDIAN,3X,14.930186,4.0557184
3065,,,6X,M,CHINESE,6X,15.654574,3.6831527
3067,,,2X,F,MALAY,2X,2.6000311,-9.098126
3068,,,3X,M,INDIAN,3X,-13.1416025,5.4941335
3070,,,3X,M,INDIAN,3X,15.5714855,0.75770295
3072,,,3X,F,INDIAN,3X,-7.3753185,-13.747125
3074,,,2X,M,MALAY,2X,10.845943,3.554269
3077,,,3X,M,MALAY,3X,-12.003712,0.3733063
3078,,,5X,F,INDIAN,5X,-11.42403,-3.4644551
3079,,,2X,M,MALAY,2X,-11.844615,0.4059319
3080,,,4X,M,MALAY,4X,-7.199422,5.2116246
3081,,,6X,M,CHINESE,6X,10.508861,12.616024
3082,,,3X,F,INDIAN,3X,13.169774,-10.703704
3083,,,4X,F,MALAY,4X,1.0764277,-3.1914017
3084,,,3X,F,MALAY,3X,13.536587,-10.700742
3085,,,6X,M,CHINESE,6X,14.010336,4.4652853
3087,,,5X,M,CHINESE,5X,6.5643764,-1.9782462
3088,,,3X,M,MALAY,3X,14.759481,0.8073133
3089,,,5X,M,CHINESE,5X,14.672779,-1.5150472
3090,,,5X,M,CHINESE,5X,14.014086,-2.6069767
3091,,,3X,M,INDIAN,3X,12.968721,5.0446343
3092,,,3X,M,CHINESE,3X,12.368987,5.210224
3093,,,5X,M,CHINESE,5X,-13.05221,-0.33756614
3094,,,3X,F,MALAY,3X,-8.562528,-12.1307535
3095,,,3X,F,INDIAN,3X,-9.431604,-4.458284
3098,,,3X,M,INDIAN,3X,14.221829,-3.7119176
3099,,,4X,F,INDIAN,4X,4.7954564,-12.77834
3100,,,4X,M,CHINESE,4X,14.429093,5.8728385
3101,,,2X,M,CHINESE,2X,10.6051235,5.5479994
3103,,,4X,M,CHINESE,4X,15.837183,1.1858888
3106,,,2X,M,CHINESE,2X,11.619425,5.1325483
3108,,,2X,M,INDIAN,2X,13.869511,1.3174143
3109,,,3X,M,INDIAN,3X,-1.4132253,0.8721508
3110,,,3X,M,INDIAN,3X,15.047174,2.3752055
3111,,,3X,F,INDIAN,3X,-11.323493,-16.07844
3112,,,2X,F,INDIAN,2X,-3.5988588,-13.851474
3116,,,2X,M,INDIAN,2X,11.81438,6.164333
3118,,,4X,M,CHINESE,4X,15.330683,-0.97364867
3124,,,2X,M,INDIAN,2X,10.145261,4.6962
3125,,,2X,M,INDIAN,2X,7.312961,-0.12507258
3126,,,3X,M,INDIAN,3X,12.664243,3.0940394
3127,,,4X,M,INDIAN,4X,6.0129695,-1.6478868
3129,,,5X,F,INDIAN,5X,-10.798128,-15.770872
3132,,,3X,M,INDIAN,3X,16.762209,9.290996
3134,,,6X,M,INDIAN,6X,-14.359222,-0.39400277
3135,,,2X,F,INDIAN,2X,-6.362845,-11.431421
3136,,,6X,F,INDIAN,6X,-8.879161,-10.086846
3138,,,4X,F,INDIAN,4X,-10.685534,-5.4051423
3140,,,2X,M,INDIAN,2X,-10.741682,3.613718
3141,,,5X,M,INDIAN,5X,13.853874,2.4855216
3142,,,5X,M,INDIAN,5X,15.237532,4.4636755
3143,,,3X,M,INDIAN,3X,15.157539,6.727722
3144,,,4X,M,CHINESE,4X,-10.087399,7.221208
3145,,,5X,M,CHINESE,5X,17.051003,2.6088579
3146,,,3X,M,INDIAN,3X,11.974458,-2.7593312
3147,,,6X,M,INDIAN,6X,-6.988861,5.789629
