speaker_id,speaker_key,part,age,gender,ethnicity,age_group,tsne_1,tsne_2
862386,,,2X,M,CHINESE,2X,-10.571242,-1.8460586
862387,,,5X,F,CHINESE,5X,5.84167,-2.099928
862390,,,2X,F,CHINESE,2X,11.656113,5.0434985
862426,,,3X,M,CHINESE,3X,-13.676239,6.9874277
862427,,,4X,F,CHINESE,4X,3.598513,3.833675
862428,,,3X,M,CHINESE,3X,-2.7973623,0.7392944
862429,,,3X,F,CHINESE,3X,11.976868,-3.9917238
862430,,,1X,M,INDIAN,1X,-5.962546,4.6903195
862431,,,1X,M,INDIAN,1X,-12.384019,-0.31809586
862433,,,1X,M,INDIAN,1X,-7.1566467,-2.0732841
862435,,,2X,F,CHINESE,2X,1.9969095,3.9064517
862436,,,2X,M,INDIAN,2X,-13.232374,-1.6922938
862437,,,1X,M,INDIAN,1X,-5.7982626,-0.44584644
862441,,,5X,F,CHINESE,5X,0.22765741,9.097794
862442,,,4X,M,CHINESE,4X,-10.4412,2.6013372
862443,,,2X,F,CHINESE,2X,0.7853334,5.229941
862453,,,5X,F,CHINESE,5X,4.2225294,-1.7686157
862454,,,2X,F,CHINESE,2X,12.055966,3.917941
862455,,,4X,M,CHINESE,4X,-0.27562892,-3.757769
862461,,,6X,F,CHINESE,6X,11.129025,-2.5505135
862462,,,2X,M,MALAY,2X,-7.309435,-11.095023
862463,,,1X,M,MALAY,1X,-5.4923024,-1.0029023
862465,,,2X,F,CHINESE,2X,7.924563,6.324147
862466,,,6X,F,CHINESE,6X,1.7502732,9.154897
862467,,,5X,F,CHINESE,5X,11.775403,-4.5037007
862469,,,3X,F,CHINESE,3X,1.6415648,0.016446536
862470,,,3X,F,CHINESE,3X,4.47437,-2.0793304
862473,,,3X,F,CHINESE,3X,10.038749,1.7093786
862476,,,4X,M,CHINESE,4X,-7.8198147,-10.841207
862481,,,1X,M,CHINESE,1X,-7.337502,-0.33657414
862483,,,1X,F,INDIAN,1X,6.6874,3.017908
862487,,,1X,M,INDIAN,1X,-8.314945,7.693909
862489,,,2X,F,MALAY,2X,0.4551472,3.733555
862490,,,2X,M,INDIAN,2X,-10.575374,1.1650152
862491,,,1X,F,INDIAN,1X,8.799966,3.5337358
862492,,,2X,F,CHINESE,2X,9.723835,5.2032857
862493,,,3X,F,CHINESE,3X,9.0251465,1.4065406
862494,,,1X,M,INDIAN,1X,-7.500219,-1.3161166
862495,,,2X,F,CHINESE,2X,12.646055,2.5865414
862501,,,6X,F,CHINESE,6X,5.420469,-4.8012624
862503,,,6X,F,CHINESE,6X,-1.6209235,6.8319373
862505,,,5X,F,CHINESE,5X,-4.2611747,10.248217
862508,,,1X,F,CHINESE,1X,8.774798,5.1553655
862509,,,2X,F,CHINESE,2X,-6.3970985,-12.838182
862512,,,2X,M,CHINESE,2X,-13.907824,-0.3925119
862513,,,4X,F,MALAY,4X,6.6905246,0.34723407
862514,,,3X,F,CHINESE,3X,-6.237763,-13.6403475
862515,,,4X,F,CHINESE,4X,6.199427,-4.379396
862516,,,3X,M,MALAY,3X,-8.407927,1.153753
862522,,,3X,F,CHINESE,3X,-5.9011874,-12.158872
862525,,,3X,F,CHINESE,3X,-7.1267834,-11.877987
862526,,,3X,F,MALAY,3X,6.005184,2.6672807
862528,,,3X,M,CHINESE,3X,-11.681278,-1.5789773
862529,,,4X,F,CHINESE,4X,-2.1397552,-11.583901
862530,,,4X,F,MALAY,4X,3.2602544,7.7069235
862532,,,2X,M,INDIAN,2X,-9.606629,8.460682
862535,,,2X,F,INDIAN,2X,-0.2704739,3.4674215
862536,,,1X,F,CHINESE,1X,9.49635,3.8540113
862537,,,3X,M,CHINESE,3X,-10.8710985,2.6662009
862538,,,1X,M,INDIAN,1X,-7.553727,7.773384
862540,,,2X,F,INDIAN,2X,4.1215296,6.2571526
862541,,,4X,F,CHINESE,4X,10.231827,-1.1706158
862542,,,5X,F,CHINESE,5X,10.949675,-3.1251972
862544,,,2X,M,CHINESE,2X,-10.074566,-1.5485735
862548,,,2X,M,CHINESE,2X,-3.3810265,5.096004
862554,,,3X,F,CHINESE,3X,10.511462,-5.009201
862555,,,4X,F,CHINESE,4X,6.59111,-4.2276797
862556,,,3X,F,MALAY,3X,4.038791,0.8823055
862558,,,3X,F,CHINESE,3X,9.409366,0.82846224
862559,,,4X,F,CHINESE,4X,7.7001905,-7.2126107
862560,,,3X,M,MALAY,3X,-1.7534251,-9.012809
862562,,,3X,M,MALAY,3X,-5.0849323,-11.155927
862564,,,3X,F,CHINESE,3X,3.3973885,0.8697543
862569,,,4X,F,INDIAN,4X,6.8158236,0.9093173
862570,,,3X,M,INDIAN,3X,-13.552158,6.0663185
862571,,,3X,M,MALAY,3X,-2.4800406,-8.399908
862572,,,4X,F,INDIAN,4X,4.4857616,2.3143096
862588,,,6X,F,CHINESE,6X,7.225638,-1.7688328
862589,,,6X,M,CHINESE,6X,-11.042617,7.419149
862590,,,4X,F,CHINESE,4X,-0.6483107,2.140737
862591,,,2X,F,CHINESE,2X,8.413015,7.98846
862593,,,3X,M,CHINESE,3X,-12.510082,0.66469973
862594,,,4X,F,CHINESE,4X,10.60275,-0.16308826
862598,,,4X,M,CHINESE,4X,-7.6729016,8.69724
862600,,,2X,M,CHINESE,2X,-11.519644,5.525584
862601,,,2X,F,CHINESE,2X,8.843928,-2.817731
862604,,,2X,F,CHINESE,2X,0.5693156,5.9979525
862605,,,6X,M,CHINESE,6X,-8.76576,-2.774927
862606,,,4X,M,CHINESE,4X,-10.308905,-3.9005535
862610,,,3X,F,MALAY,3X,13.273335,0.6552578
862611,,,2X,F,CHINESE,2X,11.398964,3.428476
862612,,,3X,M,INDIAN,3X,-5.4909697,5.8483386
862614,,,3X,F,CHINESE,3X,-3.4264085,-13.637966
862618,,,4X,F,CHINESE,4X,10.169302,0.99400306
862619,,,3X,F,MALAY,3X,6.2781644,1.4582698
862620,,,3X,M,CHINESE,3X,-13.431165,4.2513185
862622,,,3X,M,INDIAN,3X,-10.4266,7.6776175
862623,,,5X,F,MALAY,5X,5.529742,0.020880045
862625,,,3X,F,CHINESE,3X,6.119395,6.218191
862630,,,4X,M,MALAY,4X,-7.672978,6.009098
862641,,,2X,F,CHINESE,2X,10.460524,4.7819147
862642,,,3X,F,CHINESE,3X,-4.297273,9.869833
862643,,,1X,M,INDIAN,1X,-5.194771,0.9840201
862644,,,2X,M,INDIAN,2X,-12.089717,8.94873
862646,,,1X,M,CHINESE,1X,-6.7957006,-4.104658
862652,,,6X,M,CHINESE,6X,-7.603482,-3.74071
862654,,,6X,F,INDIAN,6X,-2.6647737,-2.8922994
862655,,,3X,F,CHINESE,3X,-0.61966026,-1.481074
862657,,,6X,F,CHINESE,6X,-3.7491434,-3.1166203
862658,,,2X,M,CHINESE,2X,-7.0097704,-4.7467813
862661,,,2X,F,CHINESE,2X,-1.2221047,-2.94884
862662,,,2X,M,INDIAN,2X,-6.182676,-3.8280203
862663,,,2X,M,CHINESE,2X,-6.6141715,-9.5225525
862665,,,2X,F,CHINESE,2X,-1.0452453,-1.9515872
862667,,,2X,M,CHINESE,2X,-4.446899,-7.2108
862669,,,4X,F,CHINESE,4X,-2.3885746,-3.2194376
862671,,,3X,M,CHINESE,3X,-8.064089,-4.6102004
862672,,,3X,F,CHINESE,3X,-1.6429234,-3.5280657
862675,,,3X,M,CHINESE,3X,-4.547597,9.241891
862676,,,4X,M,CHINESE,4X,-5.927966,-8.731664
862677,,,4X,F,MALAY,4X,-3.1458304,-3.5726082
862678,,,4X,F,MALAY,4X,-2.588375,-4.1916294
862679,,,4X,F,INDIAN,4X,-6.065532,-10.648226
862680,,,4X,M,MALAY,4X,-4.366876,-3.5812922
862683,,,4X,F,CHINESE,4X,-3.323903,-5.82956
862684,,,4X,F,MALAY,4X,-2.8208306,-4.9177933
862685,,,5X,F,CHINESE,5X,-1.9600325,-2.3671117
862687,,,3X,M,CHINESE,3X,-8.086843,-4.934665
862688,,,3X,F,MALAY,3X,-5.6378307,-11.247574
862689,,,3X,F,INDIAN,3X,-5.6070433,-10.711043
862690,,,5X,F,MALAY,5X,-3.0833812,-4.4230566
862691,,,2X,F,CHINESE,2X,10.935359,7.1020703
862694,,,1X,M,INDIAN,1X,-7.374873,7.012773
862696,,,3X,M,CHINESE,3X,-12.000016,-0.55352795
862701,,,4X,F,CHINESE,4X,4.0062103,-3.7703655
862702,,,2X,M,CHINESE,2X,-10.301713,-0.93671143
862705,,,2X,M,CHINESE,2X,-8.710226,-3.8421822
862706,,,3X,F,CHINESE,3X,-1.6322126,2.9212708
862708,,,2X,F,MALAY,2X,1.2155149,0.6381163
862711,,,2X,F,MALAY,2X,1.6632746,2.557308
862712,,,5X,M,CHINESE,5X,-12.429536,2.3966293
862714,,,4X,F,CHINESE,4X,8.948047,-1.2780932
862716,,,3X,F,CHINESE,3X,-5.254954,-12.127308
862718,,,3X,F,CHINESE,3X,12.051018,2.9156156
862719,,,3X,F,INDIAN,3X,0.81269693,2.555121
862721,,,3X,F,CHINESE,3X,11.246901,7.116706
862722,,,4X,M,MALAY,4X,-3.1674082,-8.000735
862744,,,4X,F,CHINESE,4X,8.778075,-4.167669
862745,,,2X,M,CHINESE,2X,14.632223,1.7453688
862750,,,2X,M,CHINESE,2X,-13.202255,5.354056
862751,,,1X,F,CHINESE,1X,2.8330843,5.572272
862754,,,5X,F,CHINESE,5X,10.660155,-1.949176
862758,,,2X,F,CHINESE,2X,12.292033,4.2856445
862759,,,3X,F,CHINESE,3X,9.626479,-3.2217357
862760,,,3X,M,CHINESE,3X,-12.625987,2.9129097
862761,,,3X,F,CHINESE,3X,12.506205,1.5098689
862762,,,3X,F,CHINESE,3X,-3.5657375,-6.3087325
862763,,,3X,M,CHINESE,3X,-3.0053158,-8.923032
862764,,,6X,F,CHINESE,6X,-0.8491349,-10.214863
862765,,,3X,F,INDIAN,3X,7.4820304,2.2132838
862767,,,3X,F,MALAY,3X,4.5899835,-0.12090941
862769,,,3X,M,MALAY,3X,1.9150515,-6.2599616
862770,,,2X,M,INDIAN,2X,-10.799497,6.65579
862771,,,3X,F,CHINESE,3X,9.039837,-5.5409727
862772,,,6X,F,CHINESE,6X,8.836648,-5.870726
862773,,,4X,F,MALAY,4X,7.429716,-1.1609638
862776,,,3X,F,MALAY,3X,5.7814183,1.0559177
862779,,,1X,F,INDIAN,1X,-3.6867263,-9.02807
862781,,,3X,F,MALAY,3X,8.789479,2.620472
862782,,,4X,M,MALAY,4X,-6.571647,-11.138424
862783,,,4X,M,INDIAN,4X,-8.79562,-1.5229434
862784,,,3X,F,MALAY,3X,2.0003304,5.464871
862789,,,1X,M,MALAY,1X,-12.127407,7.108462
862791,,,4X,M,INDIAN,4X,-0.3406226,-10.5066
862798,,,2X,F,CHINESE,2X,11.967062,0.6983417
862804,,,1X,F,CHINESE,1X,-1.7893803,5.2573442
862805,,,2X,M,CHINESE,2X,-11.0791445,-0.15742704
862807,,,2X,F,MALAY,2X,-1.3145615,4.185419
862808,,,3X,M,CHINESE,3X,-11.930565,1.0120647
862810,,,5X,F,CHINESE,5X,-1.3353307,3.4659445
862811,,,4X,M,CHINESE,4X,-2.3890283,2.6298058
862813,,,1X,F,MALAY,1X,-6.777953,-12.027999
862814,,,6X,M,CHINESE,6X,-0.6904702,-11.605212
862815,,,3X,M,INDIAN,3X,-6.013401,5.2832656
862817,,,4X,F,MALAY,4X,0.032920018,4.69239
862820,,,3X,M,CHINESE,3X,-13.484787,0.8737648
862821,,,4X,F,CHINESE,4X,-3.194689,3.560886
862822,,,3X,F,INDIAN,3X,-6.4560404,-11.853337
862827,,,2X,M,MALAY,2X,1.5656353,-6.968071
862828,,,3X,M,INDIAN,3X,-4.0606856,-8.682662
862830,,,4X,F,INDIAN,4X,0.30142975,-1.1448256
862850,,,3X,F,MALAY,3X,3.392821,5.7090154
862851,,,3X,M,INDIAN,3X,-7.6980133,7.60244
862852,,,5X,F,MALAY,5X,4.762875,-0.46800673
862853,,,3X,M,CHINESE,3X,-14.634126,3.6817715
862854,,,4X,F,INDIAN,4X,7.0509777,3.0042448
862858,,,1X,F,MALAY,1X,-4.5857735,-12.105721
862859,,,1X,M,MALAY,1X,2.112903,-9.710056
862862,,,3X,M,CHINESE,3X,1.0520792,-10.315233
862863,,,3X,F,CHINESE,3X,5.2682285,-10.48579
862868,,,3X,M,MALAY,3X,1.259091,-10.584973
862869,,,3X,M,MALAY,3X,5.156214,-10.707037
862870,,,2X,F,CHINESE,2X,6.0096116,-9.697229
862871,,,2X,F,CHINESE,2X,6.441051,-9.459127
862872,,,4X,F,MALAY,4X,4.369,-10.380059
862875,,,2X,F,CHINESE,2X,5.299914,-9.75765
862880,,,2X,F,CHINESE,2X,4.3611717,-9.533577
862881,,,1X,F,CHINESE,1X,3.157713,-9.406469
862882,,,2X,F,MALAY,2X,4.788242,-9.881163
862883,,,2X,M,MALAY,2X,-1.2798816,-8.419872
862908,,,4X,M,MALAY,4X,-2.2850685,-8.780682
