speaker_id,age,gender,ethnicity
part1_0180,23,F,CHINESE
part1_0181,19,M,CHINESE
part1_0182,31,M,INDIAN
part1_0183,36,M,CHINESE
part1_0184,60,M,CHINESE
part1_0185,31,M,INDIAN
part1_0186,22,F,INDIAN
part1_0187,60,F,CHINESE
part1_0188,20,F,CHINESE
part1_0189,34,F,MALAY
part1_0190,36,M,MALAY
part1_0191,20,M,MALAY
part1_0192,22,M,MALAY
part1_0193,51,F,CHINESE
part1_0194,18,M,MALAY
part1_0195,23,F,CHINESE
part1_0196,53,F,CHINESE
part1_0197,35,F,CHINESE
part1_0198,60,M,CHINESE
part1_0199,20,F,CHINESE
part1_0200,39,F,CHINESE
part1_0201,52,M,MALAY
part1_0202,28,F,CHINESE
part1_0203,30,M,INDIAN
part1_0204,18,M,INDIAN
part1_0205,23,M,CHINESE
part1_0206,33,F,MALAY
part1_0207,21,F,INDIAN
part1_0208,21,F,CHINESE
part1_0209,50,F,CHINESE
part1_0210,19,F,MALAY
part1_0211,48,M,CHINESE
part1_0212,24,M,CHINESE
part1_0213,23,F,CHINESE
part1_0214,31,M,INDIAN
part1_0215,49,F,INDIAN
part1_0216,48,F,INDIAN
part1_0217,59,M,INDIAN
part1_0218,31,M,CHINESE
part1_0219,60,M,CHINESE
part1_0220,28,M,INDIAN
part1_0221,30,F,MALAY
part1_0222,24,M,CHINESE
part1_0223,21,F,CHINESE
part1_0224,50,M,MALAY
part1_0225,27,F,MALAY
part1_0226,24,M,INDIAN
part1_0227,21,F,MALAY
part1_0228,34,F,INDIAN
part1_0230,18,M,CHINESE
part1_0231,30,F,MALAY
part1_0232,44,M,CHINESE
part1_0233,22,F,CHINESE
part1_0234,18,F,INDIAN
part1_0235,40,F,MALAY
part1_0236,30,F,MALAY
part1_0237,34,F,INDIAN
part1_0238,18,M,MALAY
part1_0239,23,F,CHINESE
part1_0240,37,F,MALAY
part1_0241,22,F,CHINESE
part1_0242,45,F,MALAY
part1_0243,18,M,MALAY
part1_0244,37,M,CHINESE
part1_0245,30,M,INDIAN
part1_0246,27,M,MALAY
part1_0247,39,M,CHINESE
part1_0248,23,F,CHINESE
part1_0249,51,M,INDIAN
part1_0250,32,M,INDIAN
part1_0251,60,M,CHINESE
part1_0252,19,F,CHINESE
part1_0253,19,F,CHINESE
part1_0254,21,F,CHINESE
part1_0255,47,F,INDIAN
part1_0256,28,F,CHINESE
part1_0257,21,F,INDIAN
part1_0258,19,F,CHINESE
part1_0259,19,F,CHINESE
part1_0260,21,F,CHINESE
part1_0261,19,F,CHINESE
part1_0262,21,F,CHINESE
part1_0263,22,F,CHINESE
part1_0264,20,F,CHINESE
part1_0265,20,M,CHINESE
part1_0266,20,F,CHINESE
part1_0267,22,M,CHINESE
part1_0268,19,M,CHINESE
part1_0269,20,F,CHINESE
part1_0270,20,F,CHINESE
part1_0271,68,M,INDIAN
part1_0272,19,F,CHINESE
part1_0273,26,M,CHINESE
part1_0274,23,F,CHINESE
part1_0275,20,F,INDIAN
part1_0277,31,M,INDIAN
part1_0278,52,F,INDIAN
part1_0279,61,F,INDIAN
part1_0280,66,F,INDIAN
part1_0281,57,M,CHINESE
part1_0282,31,M,INDIAN
part1_0283,63,M,INDIAN
part1_0284,18,F,CHINESE
part1_0285,30,M,CHINESE
part1_0286,25,M,INDIAN
part1_0287,31,M,MALAY
part1_0288,31,M,MALAY
part1_0289,52,M,CHINESE
part1_0290,35,F,CHINESE
part1_0291,25,M,MALAY
part1_0292,30,M,MALAY
part1_0293,46,M,CHINESE
part1_0294,49,M,INDIAN
part1_0295,26,M,CHINESE
part1_0296,26,F,CHINESE
part1_0297,35,F,INDIAN
part1_0298,46,M,MALAY
part1_0299,39,M,MALAY
part1_0300,24,F,CHINESE
part1_0301,21,M,INDIAN
part1_0302,31,M,MALAY
part1_0303,33,M,INDIAN
part1_0305,22,F,MALAY
part1_0306,24,M,CHINESE
part1_0307,23,F,CHINESE
part1_0308,46,F,CHINESE
part1_0309,41,F,MALAY
part1_0310,23,F,CHINESE
part1_0311,26,M,CHINESE
part1_0312,56,F,CHINESE
part1_0313,31,F,CHINESE
part1_0314,26,M,CHINESE
part1_0315,18,F,CHINESE
part1_0316,50,F,CHINESE
part1_0317,39,F,CHINESE
part1_0318,24,M,MALAY
part1_0319,22,F,MALAY
part1_0320,21,M,CHINESE
part1_0321,59,M,CHINESE
part1_0322,31,F,MALAY
part1_0323,31,M,MALAY
part1_0324,36,F,CHINESE
part1_0325,20,F,CHINESE
part1_0326,32,M,MALAY
part1_0327,22,M,CHINESE
part1_0328,43,F,CHINESE
part1_0329,44,F,CHINESE
part1_0330,43,M,CHINESE
part1_0331,31,F,CHINESE
part1_0332,22,F,INDIAN
part1_0333,32,F,MALAY
part1_0334,22,F,CHINESE
part1_0335,22,F,MALAY
part1_0336,22,F,CHINESE
part1_0337,40,M,CHINESE
part1_0338,42,F,CHINESE
part1_0339,43,M,CHINESE
part1_0340,22,M,CHINESE
part1_0341,24,F,CHINESE
part1_0342,23,M,CHINESE
part1_0343,24,M,CHINESE
part1_0344,19,F,CHINESE
part1_0345,21,F,CHINESE
part1_0346,44,M,CHINESE
part1_0347,44,M,CHINESE
part1_0348,20,F,CHINESE
part1_0349,39,F,CHINESE
part1_0352,35,M,CHINESE
part1_0353,20,M,CHINESE
part1_0354,24,F,CHINESE
part1_0355,25,M,CHINESE
part1_0356,30,M,CHINESE
part1_0357,37,F,CHINESE
part1_0358,22,M,MALAY
part1_0359,54,M,MALAY
part1_0360,21,F,MALAY
part1_0361,41,M,CHINESE
part1_0362,55,M,MALAY
part1_0363,50,F,MALAY
part1_0364,22,M,CHINESE
part1_0365,22,M,MALAY
part1_0366,33,M,CHINESE
part1_0367,52,F,MALAY
part1_0368,49,F,CHINESE
part1_0369,46,F,MALAY
part1_0370,24,M,MALAY
part1_0371,25,M,CHINESE
part1_0372,51,F,MALAY
part1_0373,24,F,CHINESE
part1_0374,44,F,CHINESE
part1_0375,24,M,CHINESE
part1_0376,34,M,CHINESE
part1_0377,21,F,CHINESE
part1_0378,21,F,CHINESE
part1_0379,46,M,CHINESE
part1_0380,21,F,INDIAN
part1_0381,20,M,CHINESE
part1_0382,55,M,CHINESE
part1_0383,20,F,CHINESE
part1_0384,21,F,CHINESE
part1_0385,32,F,MALAY
part1_0386,25,M,CHINESE
part1_0387,39,M,CHINESE
part1_0388,20,F,CHINESE
part1_0389,20,F,CHINESE
part1_0390,40,F,CHINESE
part1_0391,22,M,CHINESE
part1_0392,24,M,CHINESE
part1_0393,32,M,INDIAN
part1_0394,21,F,CHINESE
part1_0395,41,F,CHINESE
part1_0396,23,F,CHINESE
part1_0397,46,F,INDIAN
part1_0398,20,F,CHINESE
part1_0399,59,F,CHINESE
part1_0400,21,M,CHINESE
part1_0401,26,F,CHINESE
part1_0402,23,F,CHINESE
part1_0403,23,F,CHINESE
part1_0404,19,F,CHINESE
part1_0405,25,F,CHINESE
part1_0406,44,F,INDIAN
part1_0407,52,M,CHINESE
part1_0408,27,M,CHINESE
part1_0409,56,M,INDIAN
part1_0410,19,M,CHINESE
part1_0411,22,M,CHINESE
part1_0412,22,M,CHINESE
part1_0413,37,M,CHINESE
part1_0414,23,F,CHINESE
part1_0415,21,F,CHINESE
part1_0416,18,F,MALAY
part1_0417,32,M,MALAY
part1_0418,48,F,MALAY
part1_0419,22,F,INDIAN
part1_0420,23,M,CHINESE
part1_0421,21,F,CHINESE
part1_0422,21,F,CHINESE
part1_0423,53,F,CHINESE
part1_0424,41,F,CHINESE
part1_0425,24,M,CHINESE
part1_0426,31,F,CHINESE
part1_0427,50,F,CHINESE
part1_0428,24,M,CHINESE
part1_0429,24,M,CHINESE
part1_0430,56,F,CHINESE
part1_0431,20,F,CHINESE
part1_0432,46,F,INDIAN
part1_0437,21,F,CHINESE
part1_0438,22,F,CHINESE
part1_0439,51,F,CHINESE
part1_0440,24,M,INDIAN
part1_0443,31,F,CHINESE
part1_0444,44,F,MALAY
part1_0445,23,F,MALAY
part1_0446,22,F,INDIAN
part1_0449,31,F,CHINESE
part1_0450,50,F,CHINESE
part1_0451,33,F,CHINESE
part1_0452,52,M,CHINESE
part1_0454,21,M,CHINESE
part1_0455,22,F,INDIAN
part1_0456,23,F,CHINESE
part1_0457,22,M,MALAY
part1_0458,50,F,CHINESE
part1_0459,19,F,MALAY
part1_0460,32,F,CHINESE
part1_0461,21,F,INDIAN
part1_0462,24,F,MALAY
part1_0463,30,F,CHINESE
part1_0464,35,M,CHINESE
part1_0465,21,M,CHINESE
part1_0466,19,F,MALAY
part1_0467,46,F,MALAY
part1_0468,22,M,INDIAN
part1_0469,22,M,CHINESE
part1_0470,21,M,INDIAN
part1_0473,25,M,INDIAN
part1_0474,55,F,CHINESE
part1_0475,20,F,MALAY
part1_0476,43,F,CHINESE
part1_0477,21,F,MALAY
part1_0478,21,F,CHINESE
part1_0479,43,M,MALAY
part1_0480,57,F,CHINESE
part1_0481,52,F,CHINESE
part1_0482,23,F,CHINESE
part1_0483,20,M,CHINESE
part1_0484,22,F,CHINESE
part1_0485,18,M,MALAY
part1_0486,21,F,CHINESE
part1_0487,21,F,INDIAN
part1_0488,19,M,MALAY
part1_0489,50,F,CHINESE
part1_0490,23,M,CHINESE
part1_0491,39,F,CHINESE
part1_0492,31,M,MALAY
part1_0493,21,F,INDIAN
part1_0494,22,F,CHINESE
part1_0495,23,F,CHINESE
part1_0496,18,F,CHINESE
part1_0497,48,F,CHINESE
part1_0498,23,F,CHINESE
part1_0499,24,F,CHINESE
part1_0501,30,M,CHINESE
part1_0502,25,F,MALAY
part1_0503,24,F,MALAY
part1_0504,28,F,CHINESE
part1_0505,46,F,INDIAN
part1_0506,50,M,INDIAN
part1_0507,54,F,CHINESE
part1_0508,21,F,CHINESE
part1_0509,31,F,CHINESE
part1_0510,54,F,CHINESE
part1_0511,49,F,MALAY
part1_0512,24,M,CHINESE
part1_0513,21,M,INDIAN
part1_0514,58,F,MALAY
part1_0515,22,F,CHINESE
part1_0516,33,M,CHINESE
part1_0517,18,F,INDIAN
part1_0518,32,F,CHINESE
part1_0519,20,F,INDIAN
part1_0520,20,F,INDIAN
part1_0521,20,F,INDIAN
part1_0522,24,F,CHINESE
part1_0523,49,M,CHINESE
part1_0524,33,F,INDIAN
part1_0525,22,M,MALAY
part1_0526,22,M,CHINESE
part1_0527,22,F,CHINESE
part1_0528,45,F,CHINESE
part1_0529,49,F,MALAY
part1_0530,48,F,MALAY
part1_0531,47,F,MALAY
part1_0532,22,F,MALAY
part1_0533,20,F,INDIAN
part1_0534,41,F,CHINESE
part1_0535,40,F,CHINESE
part1_0536,24,F,INDIAN
part1_0537,25,M,INDIAN
part1_0538,48,F,MALAY
part1_0539,18,M,MALAY
part1_0540,25,F,CHINESE
part1_0541,20,F,CHINESE
part1_0542,50,M,CHINESE
part1_0543,41,M,MALAY
part1_0545,40,F,INDIAN
part1_0546,20,F,CHINESE
part1_0547,58,M,CHINESE
part1_0548,20,F,CHINESE
part1_0549,54,M,INDIAN
part1_0550,18,F,INDIAN
part1_0551,19,F,INDIAN
part1_0552,19,F,INDIAN
part1_0553,58,F,CHINESE
part1_0554,57,F,CHINESE
part1_0555,60,F,CHINESE
part1_0556,22,F,CHINESE
part1_0557,24,M,CHINESE
part1_0558,39,M,MALAY
part1_0559,60,F,CHINESE
part1_0560,23,F,CHINESE
part1_0561,32,F,CHINESE
part1_0562,19,F,CHINESE
part1_0563,19,F,CHINESE
part1_0565,50,F,CHINESE
part1_0566,31,M,CHINESE
part1_0567,35,F,MALAY
part1_0568,36,F,CHINESE
part1_0569,25,M,INDIAN
part1_0570,57,M,INDIAN
part1_0571,31,F,CHINESE
part1_0572,18,F,CHINESE
part1_0573,32,F,INDIAN
part1_0574,31,F,CHINESE
part1_0575,19,F,INDIAN
part1_0576,18,M,MALAY
part1_0577,27,M,INDIAN
part1_0578,23,F,INDIAN
part1_0579,31,M,CHINESE
part1_0580,30,M,INDIAN
part1_0581,19,M,MALAY
part1_0582,31,M,INDIAN
part1_0583,52,F,CHINESE
part1_0584,58,M,CHINESE
part1_0585,44,F,CHINESE
part1_0586,60,F,CHINESE
part1_0587,60,F,CHINESE
part1_0588,57,M,MALAY
part1_0589,48,F,MALAY
part1_0590,22,M,MALAY
part1_0591,23,F,INDIAN
part1_0592,38,M,MALAY
part1_0593,22,F,CHINESE
part1_0594,22,F,CHINESE
part1_0595,21,F,CHINESE
part1_0597,47,M,CHINESE
part1_0598,40,F,CHINESE
part1_0599,22,F,CHINESE
part1_0600,23,M,INDIAN
part1_0602,29,M,CHINESE
part1_0603,39,M,CHINESE
part1_0604,33,F,CHINESE
part1_0605,40,M,CHINESE
part1_0607,21,M,CHINESE
part1_0608,51,F,INDIAN
part1_0609,40,F,INDIAN
part1_0610,23,F,INDIAN
part1_0611,32,M,CHINESE
part1_0612,24,M,CHINESE
part1_0613,25,M,MALAY
part1_0614,21,F,CHINESE
part1_0615,23,M,CHINESE
part1_0616,21,F,CHINESE
part1_0617,21,M,CHINESE
part1_0618,22,M,INDIAN
part1_0619,21,M,INDIAN
part1_0620,22,M,CHINESE
part1_0622,35,M,CHINESE
part1_0623,50,F,CHINESE
part1_0624,20,M,CHINESE
part1_0625,18,F,CHINESE
part1_0626,21,M,INDIAN
part1_0627,20,F,CHINESE
part1_0628,20,F,CHINESE
part1_0629,20,M,CHINESE
part1_0630,22,F,CHINESE
part1_0631,21,F,CHINESE
part1_0632,43,F,CHINESE
part1_0633,60,F,CHINESE
part1_0634,24,F,CHINESE
part1_0635,23,F,INDIAN
part1_0637,24,M,CHINESE
part1_0638,36,M,MALAY
part1_0639,23,F,CHINESE
part1_0640,23,M,CHINESE
part1_0642,23,F,CHINESE
part1_0643,21,F,INDIAN
part1_0644,60,M,CHINESE
part1_0645,19,F,CHINESE
part1_0646,20,M,MALAY
part1_0647,22,F,CHINESE
part1_0648,32,M,CHINESE
part1_0649,32,F,CHINESE
part1_0650,51,F,CHINESE
part1_0651,50,M,CHINESE
part1_0652,60,F,MALAY
part1_0653,46,F,MALAY
part1_0654,41,F,MALAY
part1_0655,32,F,CHINESE
part1_0656,18,F,CHINESE
part1_0657,22,M,CHINESE
part1_0658,23,M,CHINESE
part1_0659,35,M,CHINESE
part1_0660,48,M,INDIAN
part1_0661,32,M,MALAY
part1_0662,22,F,CHINESE
part1_0663,20,M,CHINESE
part1_0664,33,F,INDIAN
part1_0665,32,M,MALAY
part1_0666,19,M,MALAY
part1_0667,22,F,MALAY
part1_0668,19,F,MALAY
part1_0669,33,F,MALAY
part1_0670,31,M,CHINESE
part1_0671,35,F,CHINESE
part1_0672,20,F,CHINESE
part1_0673,18,M,MALAY
part1_0674,20,M,MALAY
part1_0675,19,M,MALAY
part1_0676,46,F,INDIAN
part1_0678,18,M,INDIAN
part1_0680,24,F,CHINESE
part1_0681,23,F,CHINESE
part1_0682,31,F,MALAY
part1_0683,31,F,MALAY
part1_0684,39,F,CHINESE
part1_0685,42,F,CHINESE
part1_0686,22,F,CHINESE
part1_0687,19,M,INDIAN
part1_0688,19,F,CHINESE
part1_0689,18,F,MALAY
part1_0690,48,F,MALAY
part1_0691,22,M,CHINESE
part1_0692,37,F,CHINESE
part1_0693,35,M,CHINESE
part1_0694,36,F,CHINESE
part1_0695,53,F,CHINESE
part1_0696,18,M,INDIAN
part1_0697,24,M,CHINESE
part1_0698,24,M,CHINESE
part1_0699,31,M,INDIAN
part1_0700,22,M,CHINESE
part1_0701,49,F,CHINESE
part1_0702,32,F,MALAY
part1_0703,25,F,MALAY
part1_0705,24,M,CHINESE
part1_0706,39,F,CHINESE
part1_0707,22,F,CHINESE
part1_0708,21,M,CHINESE
part1_0709,23,F,CHINESE
part1_0710,31,F,CHINESE
part1_0711,31,M,CHINESE
part1_0712,60,F,CHINESE
part1_0713,30,M,MALAY
part1_0714,41,F,CHINESE
part1_0715,22,M,INDIAN
part1_0716,31,F,CHINESE
part1_0717,31,M,INDIAN
part1_0719,21,F,CHINESE
part1_0720,32,F,INDIAN
part1_0721,22,M,CHINESE
part1_0722,31,F,INDIAN
part1_0723,20,M,INDIAN
part1_0724,23,M,CHINESE
part1_0725,20,F,CHINESE
part1_0727,18,F,INDIAN
part1_0728,46,F,INDIAN
part1_0729,31,M,INDIAN
part1_0730,20,F,INDIAN
part1_0731,20,F,INDIAN
part1_0732,23,M,CHINESE
part1_0733,24,M,CHINESE
part1_0734,23,M,CHINESE
part1_0735,31,F,CHINESE
part1_0736,31,M,CHINESE
part1_0737,20,M,MALAY
part1_0738,58,M,CHINESE
part1_0739,23,F,CHINESE
part1_0740,37,M,MALAY
part1_0741,32,F,CHINESE
part1_0742,20,F,INDIAN
part1_0743,22,F,MALAY
part1_0745,29,M,INDIAN
part1_0746,31,M,INDIAN
part1_0747,18,M,INDIAN
part1_0748,24,F,INDIAN
part1_0749,46,M,INDIAN
part1_0750,31,M,INDIAN
part1_0751,18,M,CHINESE
part1_0752,23,F,CHINESE
part1_0753,20,M,CHINESE
part1_0754,21,F,CHINESE
part1_0755,22,F,CHINESE
part1_0756,23,M,CHINESE
part1_0757,19,F,CHINESE
part1_0758,41,M,CHINESE
part1_0759,25,M,CHINESE
part1_0760,22,F,CHINESE
part1_0761,21,M,CHINESE
part1_0762,32,M,CHINESE
part1_0763,22,M,CHINESE
part1_0764,22,M,CHINESE
part1_0765,20,F,CHINESE
part1_0766,57,M,CHINESE
part1_0767,22,F,CHINESE
part1_0768,32,F,CHINESE
part1_0769,31,F,CHINESE
part1_0770,56,F,CHINESE
part1_0771,32,F,CHINESE
part1_0772,20,F,CHINESE
part1_0773,22,F,CHINESE
part1_0774,20,F,CHINESE
part1_0775,31,M,CHINESE
part1_0776,21,F,CHINESE
part1_0777,20,F,CHINESE
part1_0778,21,F,CHINESE
part1_0779,26,F,CHINESE
part1_0780,23,M,CHINESE
part1_0781,18,M,CHINESE
part1_0782,25,M,CHINESE
part1_0783,26,F,CHINESE
part1_0784,20,F,CHINESE
part1_0785,56,F,CHINESE
part1_0786,20,F,CHINESE
part1_0787,21,F,CHINESE
part1_0788,42,F,CHINESE
part1_0789,26,M,CHINESE
part1_0790,26,M,CHINESE
part1_0791,25,M,CHINESE
part1_0792,26,M,CHINESE
part1_0793,20,F,CHINESE
part1_0794,25,M,CHINESE
part1_0795,23,F,CHINESE
part1_0796,23,F,CHINESE
part1_0797,22,M,CHINESE
part1_0798,32,M,CHINESE
part1_0799,23,M,CHINESE
part1_0800,20,M,CHINESE
part1_0801,23,M,CHINESE
part1_0802,24,F,CHINESE
part1_0803,23,M,CHINESE
part1_0804,44,F,CHINESE
part1_0805,19,F,CHINESE
part1_0806,21,M,CHINESE
part1_0807,23,M,CHINESE
part1_0808,36,M,INDIAN
part1_0809,31,F,CHINESE
part1_0810,33,M,CHINESE
part1_0811,24,F,CHINESE
part1_0812,20,F,CHINESE
part1_0813,18,M,MALAY
part1_0814,24,M,CHINESE
part1_0815,32,F,CHINESE
part1_0816,20,M,CHINESE
part1_0817,21,F,CHINESE
part1_0818,27,F,CHINESE
part1_0819,21,F,CHINESE
part1_0820,18,F,INDIAN
part1_0821,31,M,INDIAN
part1_0822,53,F,MALAY
part1_0823,19,F,INDIAN
part1_0824,32,F,INDIAN
part1_0826,46,F,CHINESE
part1_0827,43,M,CHINESE
part1_0828,18,F,INDIAN
part1_0829,46,M,MALAY
part1_0830,43,F,CHINESE
part1_0831,23,F,CHINESE
part1_0832,34,M,CHINESE
part1_0833,20,M,CHINESE
part1_0834,22,M,CHINESE
part1_0835,53,F,CHINESE
part1_0837,23,M,CHINESE
part1_0838,40,F,CHINESE
part1_0839,39,M,INDIAN
part1_0840,22,F,CHINESE
part1_0841,21,F,CHINESE
part1_0842,23,M,CHINESE
part1_0843,32,M,CHINESE
part1_0844,32,M,CHINESE
part1_0845,39,M,CHINESE
part1_0846,21,F,CHINESE
part1_0847,20,F,CHINESE
part1_0848,23,M,CHINESE
part1_0850,22,F,INDIAN
part1_0851,20,F,CHINESE
part1_0853,19,F,CHINESE
part1_0854,20,F,CHINESE
part1_0855,22,F,CHINESE
part1_0856,36,F,CHINESE
part1_0857,21,F,CHINESE
part1_0858,20,F,CHINESE
part1_0859,19,F,CHINESE
part1_0860,31,F,CHINESE
part1_0861,21,F,CHINESE
part1_0862,20,M,CHINESE
part1_0863,52,F,CHINESE
part1_0864,22,M,MALAY
part1_0865,24,M,CHINESE
part1_0866,25,M,CHINESE
part1_0867,20,F,CHINESE
part1_0868,22,F,CHINESE
part1_0869,22,M,CHINESE
part1_0870,20,F,CHINESE
part1_0871,22,F,INDIAN
part1_0872,20,F,CHINESE
part1_0873,31,M,CHINESE
part1_0874,23,F,CHINESE
part1_0875,21,F,CHINESE
part1_0876,31,M,CHINESE
part1_0877,31,M,CHINESE
part1_0878,27,M,CHINESE
part1_0880,18,F,CHINESE
part1_0881,31,M,CHINESE
part1_0882,22,F,CHINESE
part1_0883,20,F,CHINESE
part1_0884,23,M,CHINESE
part1_0885,19,F,CHINESE
part1_0886,20,F,CHINESE
part1_0887,31,M,CHINESE
part1_0888,23,M,CHINESE
part1_0889,19,F,INDIAN
part1_0890,20,F,CHINESE
part1_0891,20,M,CHINESE
part1_0892,20,F,CHINESE
part1_0893,31,M,CHINESE
part1_0894,59,F,CHINESE
part1_0895,20,M,CHINESE
part1_0896,20,F,CHINESE
part1_0897,50,F,CHINESE
part1_0898,31,F,MALAY
part1_0899,32,F,INDIAN
part1_0900,20,F,CHINESE
part1_0901,52,F,CHINESE
part1_0902,21,F,CHINESE
part1_0903,21,F,MALAY
part1_0904,31,M,MALAY
part1_0905,31,F,MALAY
part1_0906,53,F,MALAY
part1_0907,22,M,CHINESE
part1_0908,33,M,MALAY
part1_0909,31,M,MALAY
part1_0910,23,M,CHINESE
part1_0911,31,F,MALAY
part1_0912,36,M,MALAY
part1_0913,31,F,MALAY
part1_0914,46,F,MALAY
part1_0915,36,F,MALAY
part1_0916,31,M,INDIAN
part1_0917,31,F,MALAY
part1_0918,54,F,CHINESE
part1_0919,31,F,INDIAN
part1_0920,52,F,CHINESE
part1_0921,40,M,MALAY
part1_0922,40,M,MALAY
part1_0923,54,F,CHINESE
